position,title,address,website,phone,visited,order_online,rating,reviews,price,thumbnail,unclaimed_listing,type,types,service_options,hours,operating_hours,place_id,data_id,data_cid,gps_coordinates,latitude,longitude,area,is_source,quality_score
0,RadioStar,"13 Greenpoint Ave, Brooklyn, NY 11222",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.7298692, ""longitude"": -73.96024882 }",40.7298692,-73.96024882,Brooklyn,FALSE,94
0,Raf's,"290 Elizabeth St, New York, NY 10012",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.7246884, ""longitude"": -73.99313226 }",40.7246884,-73.99313226,New York,FALSE,94
0,Rigor Hill Market,"227 W Broadway, New York, NY 10013",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.719265, ""longitude"": -74.006063 }",40.719265,-74.006063,New York,FALSE,94
0,Rita & Maria,"558 Halsey St, Brooklyn, NY 11233",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.6836705, ""longitude"": -73.9326645 }",40.6836705,-73.9326645,Brooklyn,FALSE,94
0,Rule of Thirds,"171 Banker Street, Brooklyn, NY 11211",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.72459367, ""longitude"": -73.95517158 }",40.72459367,-73.95517158,Brooklyn,FALSE,94
0,Scram Bakery,"61 Erie Street, Jersey City, NJ 07302",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.7235825, ""longitude"": -74.0441085 }",40.7235825,-74.0441085,Jersey City,FALSE,94
0,Skate Time,"5164 US-209, Accord, NY 12404",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 41.7904035, ""longitude"": -74.24905745 }",41.7904035,-74.24905745,Accord,FALSE,94
0,Stoneacre,"28 Washington Square, Newport, RI 02840",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 41.4903581, ""longitude"": -71.3141286 }",41.4903581,-71.3141286,Newport,FALSE,94
0,Strange Delight,"63 Lafayette Ave, Brooklyn, NY 11217",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.68729485, ""longitude"": -73.97600347 }",40.68729485,-73.97600347,Brooklyn,FALSE,94
0,Sunday Motor Co.,"27 Kings Road, Madison, NJ 07940",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.75936675, ""longitude"": -74.41730475 }",40.75936675,-74.41730475,Madison,FALSE,94
0,Sunday in Brooklyn,"348 Wythe Avenue, Brooklyn, NY 11249",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.7142, ""longitude"": -73.965297 }",40.7142,-73.965297,Brooklyn,FALSE,94
0,Taku Sando,"29 Greenpoint Ave, Brooklyn, NY ",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.72985505, ""longitude"": -73.9596471 }",40.72985505,-73.9596471,Brooklyn,FALSE,94
0,Takumen,"5-50 50th Avenue, Long Island City, NY 11101",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.7426921, ""longitude"": -73.95468527 }",40.7426921,-73.95468527,Long Island City,FALSE,94
0,The Bakery at Greywind,"451 10th Avenue, New York, NY 10018",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.75560935, ""longitude"": -73.99887124 }",40.75560935,-73.99887124,New York,FALSE,94
0,The Brooklyn Museum,"200 Eastern Parkway, Brooklyn, NY 11238",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.6709108, ""longitude"": -73.96331716 }",40.6709108,-73.96331716,Brooklyn,FALSE,94
0,The Cloud One Hotel,"133 Greenwich St, New York, NY 10006",0,0,No,No,0,0,0,https://lh5.googleusercontent.com/p/AF1QipND6J67Y58kMdRe6Ro8M5AeSH3c88_n9CIEEsqe=w122-h92-k-no,FALSE,Coffee shop,"[ ""Coffee shop"", ""Gourmet grocery store"", ""Kosher grocery store"", ""Tourist attraction"" ]","{ ""in_store_pickup"": true, ""delivery"": true }",Open ⋅ Closes 7:30 PM,"{ ""friday"": ""8 AM–7:30 PM"", ""saturday"": ""8 AM–7:30 PM"", ""sunday"": ""9 AM–6 PM"", ""monday"": ""8 AM–7:30 PM"", ""tuesday"": ""8 AM–7:30 PM"", ""wednesday"": ""8 AM–7:30 PM"", ""thursday"": ""8 AM–7:30 PM"" }",0,0,0,"{ ""latitude"": 40.70935535, ""longitude"": -74.01270125 }",40.70935535,-74.01270125,New York,FALSE,94
